ihghgighi;contaCreditoCode;data;valor;historico;numeroDocumento
2.1.3.03.003;3.3.1.02.004;31/01/2025;2056.1;BAIXA PROVISÃO DE FGTS S/FÉRIAS;FIL095
2.1.3.03.003;3.3.1.02.004;31/01/2025;1935.06;BAIXA PROVISÃO DE FGTS S/FÉRIAS;FIL095
2.1.3.03.003;3.3.1.02.004;31/01/2025;1509.58;BAIXA PROVISÃO DE FGTS S/FÉRIAS;FIL095
1.1.4.01.001;1.1.4.01.022;31/01/2025;40000;VR ICMS NF 854881 COAMO AGROINDUSTRIAL REF RETORNO TESTE NF 2383;CONCIL
2.1.4.01.003;1.1.4.01.001;31/01/2025;29579.14;VR ICMS A RECOLHER TRANSFERE PARA APURACAO;CONCIL
2.1.4.01.006;1.1.4.01.011;31/01/2025;19420.3;VR IPI A RECOLHER TRANSFERE PARA APURACAO;CONCIL
3.3.1.02.002;2.1.3.02.003;31/01/2025;12364.75;VR COMPL FGTS ;CONCIL
2.1.3.02.001;3.3.1.02.001;31/01/2025;0.06;VR AJ INSS;CONCIL
1.1.5.04.001;1.1.3.06.001;02/01/2025;14864.12;"ADIANT PROC - IMP 8754/24 - ADM TEMPORARIA
 ";CONCIL
3.3.3.05.014;1.1.9.01.006;01/01/2025;2800;"OP 5014: AQUISICAO SERVICO NFS 369 STILO 
EVENTOS E EDITORA LTDA";CONCIL
2.1.3.04.008;3.3.3.09.012;02/01/2025;5366.53;VR REVERSAO PROVISAO DESP AUDITORIA;CONCIL
1.1.9.01.004;2.1.6.01.003;31/01/2025;16579.12;VR PAGO GOVERNO EST SP REF IPVA + TAXAS EXERCICIO 2025 DOS VEICULOS EOF8A11/EJJ9B04/EUW0D29/FVB8B31/FWQ4F13 E 55W9A53;CONCIL
3.3.3.02.008;1.1.9.01.001;31/01/2025;12332.9;VR APROPRIACAO DESP SEGURO DO MES;CONCIL
1.1.9.01.001;2.1.6.01.002;01/01/2025;18448.24;VR APOLICE Nº 03.003.921.000482HDI GLOBAL SEGUROS SA - RAMO TRANSPORTE NACIONAL - VIGENCIA 31/12/24 A 31/12/25 ;CONCIL
3.3.4.01.006;1.1.9.01.004;31/01/2025;1396.13;VR APROPRIACAO DESP IPVA DO MES;CONCIL
1.1.9.01.001;2.1.6.01.002;01/01/2025;4607.99;VR APOLICE HDI GLOBAL SEGUROS SA - RAMO TRANSPORTE INTERNACIONAL - VIGENCIA 31/12/24 A 31/12/24 - 790,38 USD ;CONCIL
1.1.9.01.001;2.1.6.01.002;01/01/2025;51383.96;VR APOLICE 17.51.0045170.28 CHUBB SEGUROS BRASIL SA - RAMO RESPONSABILIDADE CIVIL GERAL - PERIODO DE 01/01/25 A 01/01/26 ;CONCIL
1.1.9.01.001;2.1.6.01.002;01/01/2025;26034.28;VR APOLICE 087372025010310000123 AIG SEGUROS BRASIL SA RAMO D&O VIGENCIA 01/01/25 A 01/01/26 ;CONCIL
3.3.3.09.009;1.1.5.03.001;31/01/2025;33844;VR PROVISAO DO MES PERDAS ESTOQUE - MAQUNAS Z92;CONCIL
3.3.3.09.009;1.1.5.03.001;31/01/2025;10022.4;VR PROVISAO DO MES PERDAS ESTOQUE - ,AQIOMAS SA4E;CONCIL
3.3.3.09.009;1.1.5.03.001;31/01/2025;7103.01;VR PROVISAO DO MES PERDAS ESTOQUE - MAQUINAS S4A;CONCIL
3.3.3.09.009;1.1.5.03.001;31/01/2025;8895.8;VR PROVISAO DO MES PERDAS ESTOQUE - MAQUINAS AC1500;CONCIL
3.3.3.09.009;1.1.5.03.001;31/01/2025;9573.37;VR PROVISAO DO MES PERDAS ESTOQUE - SPARE ROTOR;CONCIL
2.1.3.04.001;3.3.3.09.005;02/01/2025;205301.94;VR REVERSAO PROVISAO BONUS DIRETORIA;CONCIL
2.1.3.04.002;3.3.3.09.019;02/01/2025;71445.08;VR REVERSAO PROVISAO ENCARGOS S/BONUS DIRETORIA;CONCIL
2.1.3.04.001;3.3.3.09.005;02/01/2025;484082.63;VR REVERSAO PROVISAO BONUS COLABORADORES;CONCIL
3.4.1.01.008;2.1.4.01.008;31/01/2025;108.75;VR COFINS S/RECEITAS FINANCEIRAS ;CONCIL
2.1.4.01.008;1.1.4.01.006;31/01/2025;32343.2;VR COFINS A RECOLHER TRANSFERE PARA APURACAO ;CONCIL
3.4.1.01.007;2.1.4.01.007;31/01/2025;17.68;VR PIS S/RECEITAS FINANCEIRAS ;CONCIL
2.1.4.01.007;1.1.4.01.005;31/01/2025;7015.95;VR PIS A RECOLHER TRANSFERE PARA APURACAO ;CONCIL
2.1.3.04.002;3.3.3.09.019;02/01/2025;168460.75;VR REVERSAO PROVISAO ENCARGOS S/BONUS COLABORADORES ;CONCIL
3.3.3.09.014;1.1.8.01.006;02/01/2025;199415.67;VR REVERSAO VR.REF. PROVISAO GANHO COM HEDGE OPERACAO 38620;CONCIL
2.1.2.03.000050;1.1.5.02.001;01/01/2025;61517.13;"VR REVERSAO ESTOQUE EM TRANSITO FLOTTWEG SE CF 
INVOICE 90061518";CONCIL
3.3.3.05.022;1.2.4.03.003;31/01/2025;3141.49;DEPRECIACAO DE BENS MAQUINAS E EQUIPAMENTOS;ATFDMI
3.3.3.05.022;1.2.4.03.006;31/01/2025;876.4;DEPRECIACAO DE BENS MOVEIS E UTENSILIOS ;ATFDMI
3.3.3.05.022;1.2.4.03.010;31/01/2025;1250.06;DEPRECIACAO DE BENS EQUIPAMENTOS DE INFORMÁTICA;ATFDMI
3.3.3.05.022;1.2.4.03.004;31/01/2025;3231.5;DEPRECIACAO DE BENS VEICULOS ;ATFDMI
3.3.3.05.022;1.2.4.03.005;31/01/2025;814.05;DEPRECIACAO DE BENS BENFEITORIA EM IMOVEIS DE TERC;ATFDMI
3.3.3.05.020;1.2.4.05.001;31/01/2025;1098.01;DEPRECIACAO DE BENS SOFTWARE ;ATFDMI
3.3.3.05.022;1.2.4.03.002;31/01/2025;1672.89;DEPRECIACAO DE BENS COMPUTADORES E PERIFERICOS;ATFDMI
1.1.3.04.001;;02/01/2025;950;ADTO ADTO020125 PREVENCAO TOTAL CONSULTORIA EM SEGURANCA DO TRABAL TREINAMENTO NR11;BXCP
;1.1.1.02.004;02/01/2025;950;BX CP PREVENÇÃO TOTAL CONS EM SEG DO TRABALHO;BXCP
2.1.2.01.000466;;02/01/2025;4244.16;BX DOC. 1316176 - ANHANGUERA COMERCIO DE FERRAMENTAS LTDA;BXCP
;1.1.1.02.004;02/01/2025;4244.16;BX CP ANHANGUERA COM DE FERRAMENTAS LTDA;BXCP
2.1.2.01.000079;;02/01/2025;622.75;BX DOC. 85544/3 - HZ DISTRIBUIDORA DE VEICULOS LTDA;BXCP
2.1.2.01.000079;;02/01/2025;121.33;OP 5014 PGTO NF 57559HZ DISTRIBUIDORA DE VEICULOS LTDA;BXCP
2.1.2.01.000079;2.1.4.01.012;02/01/2025;5.92;OP 5014- PCC RETIDO NF 57559/3 HZ DISTRIBUIDORA DE VEICULOS LTDA ;BXCP
;1.1.1.02.004;02/01/2025;744.08;BX CP HZ DISTRIBUIDORA DE VEICULOS LTDA;BXCP
2.1.6.01.002;;02/01/2025;1000;BX DOC. AIG2024/3 - AIG SEGUROS BRASIL S.A.;BXCP
;1.1.1.02.004;02/01/2025;1000;BX CP AIG SEGUROS BRASIL S.A.;BXCP
1.1.3.04.001;;02/01/2025;160.75;ADTO ADTO251224 VEXPENSES S.A. APLICATIVO VEXPENSES DEZEMBRO/2024;BXCP
;1.1.1.02.004;02/01/2025;160.75;BX CP VEXPENSES S.A;BXCP
1.1.3.04.001;;03/01/2025;64.9;ADTO ADTO030125 EDITORA GLOBO S/A ASSINATURA MENSAL VALOR ECONOMICO - JANEIRO/2025;BXCP
;1.1.1.02.004;03/01/2025;64.9;BX CP EDITORA GLOBO S/A;BXCP
2.1.2.01.000034;;03/01/2025;202.1;BX DOC. 188544848 - TELEFONICA BRASIL S/A;BXCP
;1.1.1.02.004;03/01/2025;202.1;BX CP TELEFONICA BRASIL S/A;BXCP
2.1.2.01.000059;;06/01/2025;6682.53;PGTO 256265364 CENTRO DE GESTAO DE MEIOS DE PGTO. LTDA;BXCP
;1.1.1.02.004;06/01/2025;6682.53;BX CP CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA;BXCP
2.1.2.01.000150;;07/01/2025;3650;OP 5014 PGTO NF 49BRUNO MARON 073.853.594-00;BXCP
;1.1.1.02.004;07/01/2025;3650;BX CP BRUNO MARON;BXCP
2.1.2.01.000341;;07/01/2025;750;OP 5014 PGTO NF 42CHRISTOPH ANDREAS LASCH 18071558893;BXCP
;1.1.1.02.004;07/01/2025;750;BX CP CHRISTOPH ANDREAS LASCH;BXCP
1.1.3.04.001;;07/01/2025;430.9;ADTO ADTO070125 GURGELMIX MAQUINAS E FERRAMENTAS S.A. COMPRA DE GALÃO DE QUEROSENE P/ OFICINA;BXCP
;1.1.1.02.004;07/01/2025;430.9;BX CP GURGELMIX MAQUINAS E FERRAMENTAS S.A.;BXCP
3.3.3.04.003;;07/01/2025;2130;BX DOC. RDVEL01-25 - EBERSON JOSE LOPES;BXCP
3.3.3.04.008;;07/01/2025;268.2;BX DOC. RDVEL01-25 - EBERSON JOSE LOPES;BXCP
3.3.3.05.009;;07/01/2025;160.04;BX DOC. RDVEL01-25 - EBERSON JOSE LOPES;BXCP
3.3.3.05.010;;07/01/2025;328;BX DOC. RDVEL01-25 - EBERSON JOSE LOPES;BXCP
;1.1.1.02.004;07/01/2025;2886.24;BX CP EBERSON JOSE LOPES;BXCP
3.3.3.04.003;;07/01/2025;510;BX DOC. RDVAD01-25 - ALISSON ROGERIO DANTAS;BXCP
3.3.3.04.005;;07/01/2025;125;BX DOC. RDVAD01-25 - ALISSON ROGERIO DANTAS;BXCP
3.3.3.05.009;;07/01/2025;239.8;BX DOC. RDVAD01-25 - ALISSON ROGERIO DANTAS;BXCP
3.3.3.05.011;;07/01/2025;363.21;BX DOC. RDVAD01-25 - ALISSON ROGERIO DANTAS;BXCP
;1.1.1.02.004;07/01/2025;1238.01;BX CP ALISSON ROGERIO DANTAS;BXCP
2.1.2.01.000165;;08/01/2025;36092.15;PGTO 011224 MANACA BENS, NEGOCIOS E PARTICIPACOES LTDA;BXCP
;1.1.1.02.004;08/01/2025;36092.15;BX CP MANACA BENS, NEGOCIOS E PARTICIPAÇÕES;BXCP
2.1.2.01.000034;;08/01/2025;202.1;BX DOC. 188596849 - TELEFONICA BRASIL S/A;BXCP
;1.1.1.02.004;08/01/2025;202.1;BX CP TELEFONICA BRASIL S/A;BXCP
3.3.3.04.004;;10/01/2025;10355.75;BX DOC. FT9948 - RFORTE VIAGENS E TURISMO LTDAREF FATURA RFORTE FT009948 06/01/25;BXCP
3.3.3.04.005;;10/01/2025;3831.57;BX DOC. FT9948 - RFORTE VIAGENS E TURISMO LTDAREF FATURA RFORTE FT009948 06/01/25;BXCP
3.3.3.04.007;;10/01/2025;701.77;BX DOC. FT9948 - RFORTE VIAGENS E TURISMO LTDAREF FATURA RFORTE FT009948 06/01/25;BXCP
;1.1.1.02.004;10/01/2025;14889.09;BX CP RFORTE VIAGENS E TURISMO LTDA;BXCP
2.1.2.01.000584;;10/01/2025;3539.68;PGTO 122024 BPG PARQUE INDUSTRIAL EMPREENDIMENTOS IMOBILIARIOS;BXCP
;1.1.1.02.004;10/01/2025;3539.68;BX CP BPG PARQUE IND. EMPREEND IMOBILIARIOS;BXCP
2.1.2.01.000042;;10/01/2025;30778.38;OP 5014 PGTO NF 9617628UNIMED CAMPINAS COOPERATIVA DE TRABALHO;BXCP
2.1.2.01.000042;2.1.4.01.012;10/01/2025;10.26;OP 5014- PCC RETIDO NF 9617628 UNIMED CAMPINAS COOPERATIVA DE TRABALHO ;BXCP
;1.1.1.02.004;10/01/2025;30778.38;BX CP UNIMED CAMPINAS COOP DE TRAB MEDICO;BXCP
2.1.4.01.004;;10/01/2025;5088.37;BX DOC. GNRENF2415 - GOVERNO DO ESTADO DO MATO GROSSO ICMS ST S/ NF 2415;BXCP
;1.1.1.02.004;10/01/2025;5088.37;BX CP GOVERNO DO ESTADO DO MATO GROSSO;BXCP
2.1.4.01.004;;10/01/2025;3232.99;BX DOC. GNRENF2416 - GOVERNO DO ESTADO DO MATO GROSSO ICMS ST S/ NF 2416;BXCP
;1.1.1.02.004;10/01/2025;3232.99;BX CP GOVERNO DO ESTADO DO MATO GROSSO;BXCP
2.1.4.01.004;;10/01/2025;2309.25;BX DOC. GNRENF2417 - GOVERNO DO ESTADO DO MATO GROSSO ICMS ST S/ NF 2417;BXCP
;1.1.1.02.004;10/01/2025;2309.25;BX CP GOVERNO DO ESTADO DO MATO GROSSO;BXCP
2.1.4.01.004;;10/01/2025;2771.17;BX DOC. GNRENF2418 - GOVERNO DO ESTADO DO MATO GROSSO DO SUL ICMS ST S/ NF 2418;BXCP
;1.1.1.02.004;10/01/2025;2771.17;BX CP GOVERNO DO ESTADO DO MATO GROSSO DO SUL;BXCP
2.1.4.01.004;;10/01/2025;883.9;BX DOC. GNRENF2420 - GOVERNO DO ESTADO DO MATO GROSSO ICMS ST S/ NF 2420;BXCP
;1.1.1.02.004;10/01/2025;883.9;BX CP GOVERNO DO ESTADO DO MATO GROSSO;BXCP
2.1.4.01.004;;10/01/2025;3402.52;BX DOC. GNRENF2421 - GOVERNO DO ESTADO DO MARANHÃO ICMS ST S/ NF 2421;BXCP
;1.1.1.02.004;10/01/2025;3402.52;BX CP GOVERNO DO ESTADO DO MARANHÃO;BXCP
2.1.2.01.000148;;13/01/2025;350;OP 5014 PGTO NF 3397CRPRINT INFORMATICA LTDA ME;BXCP
;1.1.1.02.004;13/01/2025;350;BX CP CRPRINT INFORMATICA LTDA ME;BXCP
2.1.2.01.000185;;13/01/2025;1302.74;BX DOC. 91082/3 - VALEC DISTRIBUIDORA DE VEICULOS LTDA;BXCP
2.1.2.01.000185;;13/01/2025;414.19;OP 5014 PGTO NF 17038VALEC DISTRIBUIDORA DE VEICULOS LTDA;BXCP
2.1.2.01.000185;2.1.4.01.012;13/01/2025;16.96;OP 5014- PCC RETIDO NF 17038/3 VALEC DISTRIBUIDORA DE VEICULOS LTDA ;BXCP
;1.1.1.02.004;13/01/2025;1716.93;BX CP VALEC DISTRIBUIDORA DE VEICULOS LTDA;BXCP
2.1.4.01.004;;13/01/2025;1809.2;BX DOC. GNRENF2424 - GOVERNO DO ESTADO DO PARANA ICMS ST S/ NF 2424;BXCP
;1.1.1.02.004;13/01/2025;1809.2;BX CP GOVERNO DO ESTADO DO PARANÁ;BXCP
3.3.3.05.008;;13/01/2025;115;BX DOC. RDVRP01-25 - RAFAEL PACHECO;BXCP
3.3.3.05.009;;13/01/2025;546.43;BX DOC. RDVRP01-25 - RAFAEL PACHECO;BXCP
;1.1.1.02.004;13/01/2025;661.43;BX CP RAFAEL PACHECO;BXCP
2.1.6.01.003;;13/01/2025;2599.98;BX DOC. EUW0D29I25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
2.1.6.01.003;;13/01/2025;167.74;BX DOC. EUW0D29L25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
;1.1.1.02.003;13/01/2025;2767.72;BX CP GOVERNO DO ESTADO DE SÃO PAULO IPVA/LCTO;BXCP
1.1.3.05.001;;14/01/2025;2819700;ADTO 94008090 FLOTTWEG SE DOWN PAYMENT INVOICE 94008090 REF. PROJETO EVERMAT 450.000 EUROS X TX 6,2660;BXCP
;1.1.1.02.004;14/01/2025;2819700;BX CP FLOTTWEG SE;BXCP
1.1.3.01.001;;14/01/2025;104141.49;BX DOC. ADTSAL0125 - FOLHA DE PAGAMENTOADTO DE SALÁRIO REF. 01/2025;BXCP
;1.1.1.02.004;14/01/2025;104141.49;BX CP FOLHA DE PAGAMENTO;BXCP
2.1.2.01.000043;;15/01/2025;1606.88;OP 5014 PGTO NF 2950991UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLOGICA;BXCP
;1.1.1.02.004;15/01/2025;1606.88;BX CP UNIODONTO DE CAMPINAS COOP ODONTOLOGICA;BXCP
2.1.2.01.000262;;15/01/2025;9100.42;OP 5014 PGTO NF 9373ALFALOG ARMAZENS GERAIS S.A.;BXCP
;1.1.1.02.004;15/01/2025;9100.42;BX CP ALFALOG ARMAZENS GERAIS S.A.;BXCP
2.1.4.01.002;;15/01/2025;18.09;BX DOC. 4271IS - PREFEITURA MUNICIPAL DE HORTOLANDIA;BXCP
;1.1.1.02.004;15/01/2025;18.09;BX CP PREFEITURA MUNICIPAL DE HORTOLANDIA;BXCP
2.1.2.01.000590;;15/01/2025;2800;OP 5014 PGTO NF 369STILO EVENTOS E EDITORA LTDA;BXCP
;1.1.1.02.004;15/01/2025;2800;BX CP STILO EVENTOS E EDITORA LTDA;BXCP
2.1.2.01.000245;;15/01/2025;1516.2;BX DOC. 179939 - FEIRA DA BORRACHA DE CAMPINAS LTDA;BXCP
;1.1.1.02.004;15/01/2025;1516.2;BX CP FEIRA DA BORRACHA DE CAMPINAS LTDA;BXCP
2.1.2.01.000057;;15/01/2025;7481.54;BX DOC. 11771 - RIBERFUSO COM.PARAFUSOS FERRAGENS LTDA;BXCP
;1.1.1.02.004;15/01/2025;7481.54;BX CP RIBERFUSO COM. PARAFUSOS FERRAGENS LTDA;BXCP
2.1.4.01.001;;15/01/2025;107439.37;BX DOC. ISSPRE1224 - PREFEITURA MUNICIPAL DE HORTOLANDIA - ISS SERVIÇOS PRESTADOS REF. 12/2024;BXCP
;1.1.1.02.004;15/01/2025;107439.37;BX CP PREFEITURA MUNICIPAL DE HORTOLANDIA;BXCP
2.1.6.01.003;;15/01/2025;2816.6;BX DOC. SSW9A53I25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
;1.1.1.02.003;15/01/2025;2816.6;BX CP GOVERNO DO ESTADO DE SÃO PAULO IPVA;BXCP
2.1.6.01.003;;15/01/2025;3138.95;BX DOC. EOF8A11I25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
2.1.6.01.003;;15/01/2025;167.74;BX DOC. EOF8A11L25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
;1.1.1.02.003;15/01/2025;3306.69;BX CP GOVERNO DO ESTADO DE SÃO PAULO IPVA/LCTO;BXCP
2.1.6.01.003;;15/01/2025;2112.19;BX DOC. FVB5B31I25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
2.1.6.01.003;;15/01/2025;167.74;BX DOC. FVB5B31L25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
;1.1.1.02.003;15/01/2025;2279.93;BX CP GOVERNO DO ESTADO DE SÃO PAULO IPVA/LCTO;BXCP
2.1.6.01.003;;15/01/2025;2390.81;BX DOC. EJJ9B04I25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
2.1.6.01.003;;15/01/2025;167.74;BX DOC. EJJ9B04L25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
;1.1.1.02.003;15/01/2025;2558.55;BX CP GOVERNO DO ESTADO DE SÃO PAULO IPVA/LCTO;BXCP
2.1.6.01.003;;15/01/2025;2681.89;BX DOC. FWQ4F13I25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
2.1.6.01.003;;15/01/2025;167.74;BX DOC. FWQ4F13L25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
;1.1.1.02.003;15/01/2025;2849.63;BX CP GOVERNO DO ESTADO DE SÃO PAULO IPVA/LCTO;BXCP
2.1.2.01.000034;;15/01/2025;336.85;BX DOC. 388209069 - TELEFONICA BRASIL S/A;BXCP
;1.1.1.02.003;15/01/2025;336.85;BX CP TELEFONICA BRASIL S/A;BXCP
2.1.4.01.004;;16/01/2025;5859.78;BX DOC. GNRENF2427 - GOVERNO DO ESTADO DO MATO GROSSO DO SUL ICMS ST S/ NF 2427;BXCP
;1.1.1.02.004;16/01/2025;5859.78;BX CP GOVERNO DO ESTADO DO MATO GROSSO DO SUL;BXCP
2.1.2.01.000044;;16/01/2025;505.62;BX DOC. 829666 - ECONET PUBLICACOES PERIODICASLTDA;BXCP
;1.1.1.02.004;16/01/2025;505.62;BX CP ECONET PUBLICAÇÕES PERIODICAS LTDA;BXCP
1.1.3.04.001;;17/01/2025;2907.23;ADTO ADTO170125 PREVENCAO TOTAL CONSULTORIA EM SEGURANCA DO TRABAL DIVERSOS TREINAMENTOS ONLINE;BXCP
;1.1.1.02.004;17/01/2025;2907.23;BX CP PREVENÇÃO TOTAL CONS EM SEG DO TRABALHO;BXCP
2.1.2.01.000081;;17/01/2025;2498.92;OP 5014 PGTO NF 16045DATACOMPANY ASSESSORIA CONTABIL LTDA;BXCP
2.1.2.01.000081;2.1.4.01.012;17/01/2025;123.82;OP 5014- PCC RETIDO NF 16045 DATACOMPANY ASSESSORIA CONTABIL LTDA ;BXCP
;1.1.1.02.004;17/01/2025;2498.92;BX CP DATACOMPANY ASSESSORIA CONTABIL LTDA;BXCP
2.1.2.01.000541;;17/01/2025;365;BX DOC. 703 - CRISTAL AGUA LTDA;BXCP
;1.1.1.02.004;17/01/2025;365;BX CP CRISTAL AGUA LTDA;BXCP
2.1.2.01.000267;;17/01/2025;803.36;OP 5014 PGTO NF 26474PREVENÇAO TOTAL SEGURANÇA E SAUDE OCUPACIONAL LTDA;BXCP
2.1.2.01.000267;2.1.4.01.012;17/01/2025;39.8;OP 5014- PCC RETIDO NF 26474 PREVENÇAO TOTAL SEGURANÇA E SAUDE OCUPACIONAL LTDA ;BXCP
;1.1.1.02.004;17/01/2025;803.36;BX CP PREVENÇÃO TOTAL SEG E SAUDE OCUPACIONAL;BXCP
2.1.2.01.000034;;17/01/2025;2906.66;BX DOC. 188731582 - TELEFONICA BRASIL S/A;BXCP
;1.1.1.02.004;17/01/2025;2906.66;BX CP TELEFONICA BRASIL S/A;BXCP
1.1.3.01.003;;17/01/2025;4648.95;BX DOC. ADT1325AD - FOLHA DE PAGAMENTO;BXCP
;1.1.1.02.004;17/01/2025;4648.95;BX CP FOLHA DE PAGAMENTO;BXCP
1.1.3.01.003;;17/01/2025;1943.07;BX DOC. ADT1325RB - FOLHA DE PAGAMENTO;BXCP
;1.1.1.02.004;17/01/2025;1943.07;BX CP FOLHA DE PAGAMENTO;BXCP
1.1.3.06.001;;17/01/2025;638.28;BX DOC. 0003960001 - EGS CONSULTORIA E ASSESSORIA ADUANEIRA EIRELI SALDO A PAGAR REF PROCESSO 000396;BXCP
;1.1.1.02.004;17/01/2025;638.28;BX CP EGS CONSULTORIA E ASSESSORIA ADUANEIRA;BXCP
3.3.3.04.003;;17/01/2025;4845;BX DOC. RDVAL01-25 - ALBERT TAVARES DE LIRA;BXCP
3.3.3.04.008;;17/01/2025;791.2;BX DOC. RDVAL01-25 - ALBERT TAVARES DE LIRA;BXCP
3.3.3.05.010;;17/01/2025;612;BX DOC. RDVAL01-25 - ALBERT TAVARES DE LIRA;BXCP
;1.1.1.02.004;17/01/2025;6248.2;BX CP ALBERT TAVARES DE LIRA;BXCP
2.1.2.01.000357;;20/01/2025;1490;OP 5014 PGTO NF 195JUNIOR VENTURA - EVENTOS, TRANSLADOS E TURISMO LTD;BXCP
;1.1.1.02.004;20/01/2025;1490;BX CP JUNIOR VENTURA-EVENTOS, TRANSL E TURISMO;BXCP
2.1.2.01.000009;;20/01/2025;3033.41;OP 5014 PGTO NF 42008CONSULCAMP AUDITORIA E ASSESSORIA LTDA;BXCP
2.1.2.01.000009;2.1.4.01.012;20/01/2025;150.3;OP 5014- PCC RETIDO NF 42008 CONSULCAMP AUDITORIA E ASSESSORIA LTDA ;BXCP
;1.1.1.02.004;20/01/2025;3033.41;BX CP CONSULCAMP AUDITORIA E ASSESSORIA LTDA;BXCP
1.1.9.01.006;;20/01/2025;6945.03;ADTO Q195942/6 INFORMA MARKETS LTDA REF. CONTRATO Q195942 FISPAL 2025;BXCP
;1.1.1.02.004;20/01/2025;6945.03;BX CP INFORMA MARKETS LTDA;BXCP
2.1.2.01.000074;;20/01/2025;1058.24;OP 5014 PGTO NF 2171OVERLUX INFORMATICA EIRELI - ME;BXCP
;1.1.1.02.004;20/01/2025;1058.24;BX CP OVERLUX INFORMATICA EIRELI - ME;BXCP
1.1.3.06.001;;20/01/2025;87118.89;ADTO 000397 EGS CONSULTORIA E ASSESSORIA ADUANEIRA EIRELI PROCESSO 000397/IMP009035/25 ORDER 182008;BXCP
;1.1.1.02.004;20/01/2025;87118.89;BX CP EGS CONSULTORIA E ASSESSORIA ADUANEIRA;BXCP
1.1.3.06.001;;20/01/2025;25987.22;ADTO 000398 EGS CONSULTORIA E ASSESSORIA ADUANEIRA EIRELI PROCESSO 000398/IMP009033/25 ORDER 181747;BXCP
;1.1.1.02.004;20/01/2025;25987.22;BX CP EGS CONSULTORIA E ASSESSORIA ADUANEIRA;BXCP
2.1.3.02.003;;20/01/2025;38950.2;BX DOC. FGTS1224 - FGTS;BXCP
;1.1.1.02.004;20/01/2025;38950.2;BX CP FGTS 12/2024;BXCP
1.1.3.04.001;;20/01/2025;850;ADTO ADTO200125 ASSOCIAÇÃO GAUCHA DE PRODUTORES DE MAÇA ANÚNCIO EDIÇÃO 368 DO JORNAL AGAPOMI - JANEIRO/2025;BXCP
;1.1.1.02.004;20/01/2025;850;BX CP AGAPOMI;BXCP
3.3.4.01.001;;20/01/2025;563;BX DOC. 172232 - CAMARA DE COM. E IND. BRASIL ALEMANHA SPCONTRIBUIÇÃO DE ASSOCIADOS - JANEIRO/2025;BXCP
;1.1.1.02.004;20/01/2025;563;BX CP CAMARA DE COM E IND BRASIL ALEMANHA SP;BXCP
1.1.3.04.001;;20/01/2025;426.83;ADTO ADTF200125 KALUNGA SA COMPRA DE MATERIAIS KALUNGA;BXCP
;1.1.1.02.004;20/01/2025;426.83;BX CP KALUNGA SA;BXCP
2.1.4.01.004;;20/01/2025;2487.32;BX DOC. GNRENF2431 - GOVERNO DO ESTADO DA BAHIA ICMS ST S/ NF 2431;BXCP
;1.1.1.02.004;20/01/2025;2487.32;BX CP GOVERNO DO ESTADO DA BAHIA;BXCP
2.1.4.01.013;;20/01/2025;22.57;BX DOC. 4201IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/01/2025;48.48;BX DOC. 4207IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/01/2025;85.77;BX DOC. 4218IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/01/2025;38.12;BX DOC. 4262IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/01/2025;118.17;BX DOC. 8841PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/01/2025;25.02;BX DOC. 8887PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/01/2025;16.12;BX DOC. 8843PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/01/2025;69.98;BX DOC. 8839PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/01/2025;38.18;BX DOC. 8840PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/01/2025;265.9;BX DOC. 8827PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/01/2025;76.24;BX DOC. 4263IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/01/2025;5.92;BX DOC. 8741PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/01/2025;150.3;BX DOC. 8832PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/01/2025;4998.75;BX DOC. 8818PC - SECRETARIA DA RECEITA FEDERAL;BXCP
